prompt,summary,action,method,relation,clazz,subject,node,property
The addresses are being used by the MiraiBotnet.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: INFECTED, class: '', subject: Mirai.Botnet, node: '', property:''
The malicious software was spread by 30.159.238.118.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: SPREAD_MALWARE, class: '',subject: 30.159.238.118, node: '', property:''
The malicious software was spread by 30.158.238.118.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: SPREAD_MALWARE, class: '',subject: 30.158.238.118, node: '', property:''
The malicious software spread by 30.159.238.118.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: SPREAD_MALWARE, class: '',subject: 30.159.238.118, node: '', property:''
Click on the one that spread by 40.169.121.88.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: SPREAD_MALWARE, class: '',subject: 40.169.121.88, node: '', property:''
The malicious software spread by 40.169.121.88.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: SPREAD_MALWARE, class: '',subject: 40.169.121.88, node: '', property:''
The address is 4.157.169.140.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: ACCESSES, class: '',subject: 4.157.169.140, node: '', property:''
Load the attack on 253.79.5.1 address.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: ATTACKED_BY, class: '',subject: 253.79.5.1, node: '', property:''
Load the attack that attacked 253.79.5.1 address.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: ATTACKED_BY, class: '',subject: 253.79.5.1, node: '', property:''
Load the attack that was launched at 253.79.5.1 address.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: ATTACKED_BY, class: '',subject: 253.79.5.1, node: '', property:''
The address was attacked by an attack.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: ATTACKED_BY, class: '',subject: 253.79.5.1, node: '', property:''
253.79.5.1 was attacked by an attack.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: ATTACKED_BY, class: '',subject: 253.79.5.1, node: '', property:''
The attack was detected by 127.0.01.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: Select, method: by relation, relation: DETECTED, class: '',subject: 127.0.01, node: '', property:''
Load all addresses that are controlled by AzorUlt.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: Select, method: by relation, relation: CONTROLS, class: '', subject: AzorUlt, node: '', property:''
Load all addresses controlled by AzorUlt.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: Select, method: by relation, relation: CONTROLS, class: '', subject: AzorUlt, node: '', property:''
Load all the addresses that are controlled by AzorUlt.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: Select, method: by relation, relation: CONTROLS, class: '', subject: AzorUlt, node: '', property:''
Select the nodes that has a relationship with Mirai.Botnet.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by node, relation:'', class: '', subject:'', node: Mirai.Botnet, property:''
Load the nodes that are connected to Mirai.Botnet.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by node, relation:'', class: '', subject:'', node: Mirai.Botnet, property:''
Load nodes connected to Mirai.Botnet.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by node, relation:'', class: '', subject:'', node: Mirai.Botnet, property:''
Select the ones that aren't connected to Zeroaccess.Botnet.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by node, relation:'', class: '', subject:'', node: !Zeroaccess.Botnet, property:''
Select the ones that are not connected to Zeroaccess.Botnet.,The classes of the nodes are: Malware Botnet Fortinet IPAddr Destination Source Attack IPS_Event virus C2   The relationships between the classes are: Malware INFECTED IPAddr IPAddr SPREAD_MALWARE Malware IPAddr ACCESSES IPAddr IPAddr ATTACKED_BY Attack IPAddr DETECTED Attack IPAddr COMMANDS virus virus CONTROLS IPAddr IPAddr CALL_BACK IPAddr   The properties of each class are: Malware: label app label attack label Botnet: label app Fortinet: label app label attack label IPAddr: label dstip label srcip label Destination: label dstip label dstip label Source: label srcip label srcip label Attack: label attack IPS_Event: label attack virus: label virus C2: label virus  Malware nodes are: Mirai.Botnet Sora.Botnet Zeroaccess.Botnet  Sources nodes are: 1.0.131.30 1.0.134.248 1.0.214.163 1.0.215.77 193.29.13.17  IPAddr nodes are: 30.159.238.118 253.79.5.1 40.169.121.88 4.157.169.140 127.0.01  Botnet nodes are: Pushdo.Botnet Mariposa.Botnet Zeroaccess.Botnet Sality.Botnet  virus nodes are: Downloader.Pony AndroidRedAlert AzorUlt Nitol   The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by node, relation:'', class: '', subject:'', node: !Zeroaccess.Botnet, property:''
